734000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
744000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
754000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
764000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
774000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
784000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
795000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
804000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
814000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
824000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
834000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
843000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
854000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
864000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
876000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
884000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
894000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
908000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
914000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
924000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
934000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
944000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
954000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
966000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
974000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
984000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
994000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1004000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1014000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1024000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1034000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1044000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1054000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1064000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1074000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1084000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1094000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1104000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1114000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1124000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1134000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1144000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1154000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1164000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1174000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1184000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1194000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1204000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1214000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1224000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1234000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1244000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1254000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1264000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1274000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1284000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1294000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1304000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1317000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1324000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1334000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1344000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1354000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1364000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1374000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1389000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1395000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1404000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1414000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1424000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1434000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1446000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1454000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1464000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1475000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
1484000000,0.0,-5.0,2.0,0.0,0.0,0.0,1.0
