%time,field.position.x,field.position.y,field.position.z,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w
1490053455573913702,-19.3599134743,-34.1925355126,1.9898532629,-0.000740124093529,-0.000285087553612,-0.702868234799,-0.711319629599
1490053455673793236,-19.3599134743,-34.1925355126,1.9898532629,-0.000740124093529,-0.000285087553612,-0.702868234799,-0.711319629599
1490053455773841378,-19.3599134743,-34.1925355126,1.9898532629,-0.000740124093529,-0.000285087553612,-0.702868234799,-0.711319629599
1490053455873816687,-19.3609441243,-34.193550468,1.98978543282,-0.000421863322736,-0.000379211402927,-0.7028490505,-0.711338801445
1490053455973763653,-19.3609441243,-34.193550468,1.98978543282,-0.000421863322736,-0.000379211402927,-0.7028490505,-0.711338801445
1490053456073795689,-19.3615648322,-34.1928644595,1.99013102055,-0.000498202769896,-0.000462105918528,-0.702833509805,-0.71135405794
1490053456173695627,-19.3615648322,-34.1928644595,1.99013102055,-0.000498202769896,-0.000462105918528,-0.702833509805,-0.71135405794
1490053456273775966,-19.361065308,-34.1919038598,1.98997652531,-0.000648501747683,-0.000371061988456,-0.702834199417,-0.711353308763
1490053456373744357,-19.361065308,-34.1919038598,1.98997652531,-0.000648501747683,-0.000371061988456,-0.702834199417,-0.711353308763
1490053456473767924,-19.361065308,-34.1919038598,1.98997652531,-0.000648501747683,-0.000371061988456,-0.702834199417,-0.711353308763
1490053456573785179,-19.3603066452,-34.1913446789,1.9901419878,-0.000765672213893,6.29384571962e-05,-0.702835289902,-0.711352208863
1490053456673806903,-19.3603066452,-34.1913446789,1.9901419878,-0.000765672213893,6.29384571962e-05,-0.702835289902,-0.711352208863
1490053456773735674,-19.3603761442,-34.1919157174,1.99065709114,-0.000682196303953,0.000624946323415,-0.702843170277,-0.711344235969
1490053456873748917,-19.3603761442,-34.1919157174,1.99065709114,-0.000682196303953,0.000624946323415,-0.702843170277,-0.711344235969
1490053456973803631,-19.3603761442,-34.1919157174,1.99065709114,-0.000682196303953,0.000624946323415,-0.702843170277,-0.711344235969
1490053457073720840,-19.3624143884,-34.1930279699,1.99157238007,-0.000568579861754,0.00053674368893,-0.70285288192,-0.711334812167
1490053457173796784,-19.3624143884,-34.1930279699,1.99157238007,-0.000568579861754,0.00053674368893,-0.70285288192,-0.711334812167
1490053457273806493,-19.3646473274,-34.1935058874,1.99189460278,-0.00069612006546,-0.000199426641125,-0.702838363698,-0.711349218148
1490053457373713784,-19.3646473274,-34.1935058874,1.99189460278,-0.00069612006546,-0.000199426641125,-0.702838363698,-0.711349218148
1490053457473829516,-19.3652836256,-34.1939785783,1.99206125736,-0.00106165258958,-0.000736133470851,-0.702839198703,-0.711347588573
1490053457573817841,-19.3652836256,-34.1939785783,1.99206125736,-0.00106165258958,-0.000736133470851,-0.702839198703,-0.711347588573
1490053457673816065,-19.3652836256,-34.1939785783,1.99206125736,-0.00106165258958,-0.000736133470851,-0.702839198703,-0.711347588573
1490053457773857674,-19.3641381994,-34.1941677225,1.99211657047,-0.000991713773388,-0.000782950426865,-0.702859967788,-0.711327118261
1490053457873822762,-19.3641381994,-34.1941677225,1.99211657047,-0.000991713773388,-0.000782950426865,-0.702859967788,-0.711327118261
1490053457973872341,-19.3619774342,-34.1930778888,1.99273228645,-0.00039960524827,-0.000753979847803,-0.702862978668,-0.711324753574
1490053458073874283,-19.3619774342,-34.1930778888,1.99273228645,-0.00039960524827,-0.000753979847803,-0.702862978668,-0.711324753574
1490053458173849646,-19.3619774342,-34.1930778888,1.99273228645,-0.00039960524827,-0.000753979847803,-0.702862978668,-0.711324753574
1490053458273796426,-19.3571398653,-34.1854905379,1.99320614338,0.00221980952426,-0.00535004644372,-0.702850668167,-0.711313846137
1490053458373750502,-19.3571398653,-34.1854905379,1.99320614338,0.00221980952426,-0.00535004644372,-0.702850668167,-0.711313846137
1490053458473854584,-19.3495315038,-34.1617495478,1.9935208559,0.0077898607641,-0.0133737984914,-0.70275042424,-0.711268093487
1490053458573741930,-19.3495315038,-34.1617495478,1.9935208559,0.0077898607641,-0.0133737984914,-0.70275042424,-0.711268093487
1490053458673830352,-19.3330365181,-34.1119513144,1.99403846264,0.0112706520506,-0.02578923869,-0.702441670693,-0.711184636255
1490053458773862130,-19.3330365181,-34.1119513144,1.99403846264,0.0112706520506,-0.02578923869,-0.702441670693,-0.711184636255
1490053458873828925,-19.3330365181,-34.1119513144,1.99403846264,0.0112706520506,-0.02578923869,-0.702441670693,-0.711184636255
1490053458973852411,-19.300188227,-34.0341648576,1.9940994978,0.0101007908192,-0.0372117836677,-0.701944351118,-0.711187306632
