1494865821607903636,3307,1494865821607496793,fcu,1.75533425808,11.8122091293,2.00219082832,-0.00550163277168,0.000211511228026,-0.714369554909,-0.699746973069
1494865821873228603,3308,1494865821872581072,fcu,1.7533646822,11.8111305237,2.00198864937,-0.00565224461214,0.000204289667602,-0.714364735303,-0.699750695142
1494865822109790687,3309,1494865822106459343,fcu,1.75204885006,11.8099899292,2.00168633461,-0.00569871041993,0.000174597727366,-0.714358476936,-0.699756715327
1494865822341237912,3310,1494865822340905625,fcu,1.74622523785,11.8105449677,2.00165534019,-0.00588243589067,0.000405629184411,-0.714341506437,-0.699772423431
1494865822571913001,3311,1494865822571302554,fcu,1.74122047424,11.8018074036,2.00181674957,-0.0100625972269,0.00542883052577,-0.714293173997,-0.699753194717
1494865822799036925,3312,1494865822798474443,fcu,1.73539435863,11.7699184418,2.00188469887,-0.0197161067191,0.0171143949499,-0.714103372098,-0.699553247851
1494865823057779973,3313,1494865823057232719,fcu,1.72817730904,11.6923236847,2.00149822235,-0.0350115812224,0.0357815951108,-0.713434045668,-0.69893184869
1494865823293912745,3314,1494865823293487844,fcu,1.71819889545,11.5539216995,2.00101709366,-0.04975266716,0.0536197137854,-0.71236402116,-0.697987893706
1494865823528942794,3315,1494865823528646824,fcu,1.7055426836,11.3767652512,2.00235128403,-0.0428549565654,0.0459790101055,-0.712844812546,-0.698499575199
1494865823766454308,3316,1494865823766170451,fcu,1.69645345211,11.1939344406,2.00357222557,-0.0225534275898,0.0243413865978,-0.713882806928,-0.699478504155
1494865824003760840,3317,1494865824002912153,fcu,1.68980300426,11.0341815948,2.00416970253,-0.00391142229513,0.00487959311942,-0.714306365326,-0.699805192037
1494865824269581936,3318,1494865824268853528,fcu,1.68352937698,10.9166650772,2.00420928001,0.0091228170215,-0.00851245416069,-0.714312929684,-0.699715192646
1494865824499762401,3319,1494865824499452881,fcu,1.67551767826,10.8511066437,2.0043091774,0.0199067917222,-0.0195210425444,-0.714106579146,-0.69948155241
1494865824732544032,3320,1494865824732143282,fcu,1.65941739082,10.8472614288,2.00395107269,0.0302635240844,-0.0299004090092,-0.713748129289,-0.699109213633
1494865824966560051,3321,1494865824966108351,fcu,1.63689565659,10.9088983536,2.00329065323,0.0406121587214,-0.0399968748739,-0.71325181518,-0.698586251444
1494865825201219974,3322,1494865825200885209,fcu,1.60867142677,11.0392189026,2.00251507759,0.0501575779738,-0.050222483013,-0.712564928615,-0.698006548737
1494865825470400109,3323,1494865825470024603,fcu,1.57899129391,11.2437562943,2.00144648552,0.057771598168,-0.0649076388667,-0.711358321218,-0.697437294455
1494865825704521619,3324,1494865825704262348,fcu,1.5526548624,11.5078525543,2.00107216835,0.0503807025411,-0.0658408468098,-0.711167821364,-0.698116822286
1494865825936958740,3325,1494865825936211750,fcu,1.52360415459,11.8045721054,2.00133299828,0.0335890443427,-0.0521697696179,-0.712101322879,-0.699329534049
1494865826169857484,3326,1494865826168041096,fcu,1.49955332279,12.1060476303,2.00200271606,0.0197097280438,-0.0387722885681,-0.713019211701,-0.699794141162
1494865826401307429,3327,1494865826400977721,fcu,1.48327302933,12.4012012482,2.00216984749,0.0129418808534,-0.0332981912443,-0.713618559864,-0.699622962171
1494865826666422207,3328,1494865826666067774,fcu,1.47672665119,12.6902866364,2.00178050995,0.0111959688433,-0.0338473776101,-0.71387204573,-0.699368077364
1494865826902049487,3329,1494865826901682447,fcu,1.48047995567,12.9764223099,2.00105667114,0.0117563988666,-0.0359857695313,-0.713820441215,-0.699304789902
1494865827134832718,3330,1494865827133833463,fcu,1.48661851883,13.2665243149,2.00047087669,0.0141437102224,-0.0369403678247,-0.713608633967,-0.699426967033
1494865827367564483,3331,1494865827366691319,fcu,1.50033819675,13.5567770004,1.99984622002,0.0151873805227,-0.0363839511033,-0.713404863489,-0.699642088732
1494865827603767991,3332,1494865827603501948,fcu,1.51989781857,13.845158577,1.99898576736,0.0145255383789,-0.0351167957309,-0.713310565092,-0.699817016884
1494865827871188206,3333,1494865827870766104,fcu,1.54510509968,14.1311540604,1.99822473526,0.0134957719059,-0.0339020736539,-0.713334205273,-0.699873435079
1494865828106846140,3334,1494865828106451065,fcu,1.57411122322,14.4149665833,1.99802160263,0.0129992349418,-0.0327985807899,-0.713449600135,-0.699817791326
1494865828342969516,3335,1494865828342704841,fcu,1.60127949715,14.700671196,1.99797570705,0.0128469392592,-0.0316541979643,-0.713582248207,-0.699738053093
1494865828576336994,3336,1494865828576091639,fcu,1.63134050369,14.9809350967,1.99788272381,0.0125760464189,-0.0306548339688,-0.713687619645,-0.699680002413
1494865828808723970,3337,1494865828808261278,fcu,1.66301190853,15.2561845779,1.99801242352,0.012696428984,-0.0295438439505,-0.713769282559,-0.699642318082
1494865829068487915,3338,1494865829067929770,fcu,1.6951431036,15.526140213,1.99798595905,0.0126575903857,-0.0287973862823,-0.713795574226,-0.699647321273
1494865829301308878,3339,1494865829301040684,fcu,1.72720646858,15.7918624878,1.99804985523,0.0130272325919,-0.0282345556605,-0.713787669532,-0.699671540012
1494865829529283176,3340,1494865829529063769,fcu,1.75544965267,16.0570602417,1.99808549881,0.0137000796618,-0.0277312076827,-0.713766661953,-0.699700250265
1494865829766770728,3341,1494865829766217378,fcu,1.78259766102,16.3181037903,1.99835181236,0.0143115746211,-0.0269847015939,-0.713762386647,-0.699721558993
1494865830002488481,3342,1494865830002231389,fcu,1.80793321133,16.5760364532,1.99803471565,0.0149016795268,-0.0260220643209,-0.713798728271,-0.699708630528
1494865830268987491,3343,1494865830268666750,fcu,1.8313434124,16.831155777,1.9983484745,0.0153428946411,-0.0252522108676,-0.713851607285,-0.699673355365
