%time,field.position.x,field.position.y,field.position.z,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w
1490055005776161417,-5.65295525488,-43.3061455546,2.00129723549,-0.00269379658435,-6.43494212195e-06,-0.716868183948,-0.697203521406
1490055005876150871,-5.65295525488,-43.3061455546,2.00129723549,-0.00269379658435,-6.43494212195e-06,-0.716868183948,-0.697203521406
1490055005976122886,-5.65182434243,-43.3080753984,2.00101709366,-0.0024372152759,-2.75543337237e-05,-0.716849659122,-0.697223511823
1490055006076134643,-5.65182434243,-43.3080753984,2.00101709366,-0.0024372152759,-2.75543337237e-05,-0.716849659122,-0.697223511823
1490055006176186951,-5.65026619692,-43.3094606085,2.00031733513,-0.00228148796313,-0.000112302430149,-0.716866482672,-0.697206732772
1490055006276085667,-5.65026619692,-43.3094606085,2.00031733513,-0.00228148796313,-0.000112302430149,-0.716866482672,-0.697206732772
1490055006376160476,-5.65026619692,-43.3094606085,2.00031733513,-0.00228148796313,-0.000112302430149,-0.716866482672,-0.697206732772
1490055006476151365,-5.64987306331,-43.3100344112,2.00002241135,-0.00216007362147,5.58900556124e-05,-0.716881157476,-0.6971920374
1490055006576088693,-5.64987306331,-43.3100344112,2.00002241135,-0.00216007362147,5.58900556124e-05,-0.716881157476,-0.6971920374
1490055006676202221,-5.65095876006,-43.3104101216,2.00017142296,-0.00218895251573,0.000251947617224,-0.716883536859,-0.697189457457
1490055006776208203,-5.65095876006,-43.3104101216,2.00017142296,-0.00218895251573,0.000251947617224,-0.716883536859,-0.697189457457
1490055006876120025,-5.65095876006,-43.3104101216,2.00017142296,-0.00218895251573,0.000251947617224,-0.716883536859,-0.697189457457
1490055006976074805,-5.65293110569,-43.3111009842,1.99967980385,-0.00225859058848,0.000175741095328,-0.716877314741,-0.697195656537
1490055007076120775,-5.65293110569,-43.3111009842,1.99967980385,-0.00225859058848,0.000175741095328,-0.716877314741,-0.697195656537
1490055007176111804,-5.65477746387,-43.3123189734,1.99942564964,-0.00229613183131,-9.15032318068e-06,-0.716870773127,-0.697202282219
1490055007276229267,-5.65477746387,-43.3123189734,1.99942564964,-0.00229613183131,-9.15032318068e-06,-0.716870773127,-0.697202282219
1490055007376105518,-5.65638065745,-43.3141873555,1.99935281277,-0.00256869910663,-0.00019678303285,-0.716877756555,-0.697194123052
1490055007476164217,-5.65638065745,-43.3141873555,1.99935281277,-0.00256869910663,-0.00019678303285,-0.716877756555,-0.697194123052
1490055007576231192,-5.65638065745,-43.3141873555,1.99935281277,-0.00256869910663,-0.00019678303285,-0.716877756555,-0.697194123052
1490055007676176658,-5.65841145848,-43.3148448953,1.99979710579,-0.00261598474034,-0.000436331329209,-0.716888832538,-0.697182449593
1490055007776104227,-5.65841145848,-43.3148448953,1.99979710579,-0.00261598474034,-0.000436331329209,-0.716888832538,-0.697182449593
1490055007876143863,-5.65969998797,-43.3139537109,2.00009584427,-0.0024105259714,-0.000539368343173,-0.716884401141,-0.697187674767
1490055007976105474,-5.65969998797,-43.3139537109,2.00009584427,-0.0024105259714,-0.000539368343173,-0.716884401141,-0.697187674767
1490055008076150022,-5.65969998797,-43.3139537109,2.00009584427,-0.0024105259714,-0.000539368343173,-0.716884401141,-0.697187674767
1490055008176135414,-5.66085993161,-43.3137155382,2.00040960312,-0.00225664249195,-0.000237590302274,-0.716871724886,-0.69720139212
1490055008276121581,-5.66085993161,-43.3137155382,2.00040960312,-0.00225664249195,-0.000237590302274,-0.716871724886,-0.69720139212
1490055008376206446,-5.66162568365,-43.3138873728,2.00057291985,-0.00230309244784,-7.49280829469e-06,-0.716868122874,-0.697204984288
1490055008476105558,-5.66162568365,-43.3138873728,2.00057291985,-0.00230309244784,-7.49280829469e-06,-0.716868122874,-0.697204984288
1490055008576172001,-5.66200738435,-43.3135463318,2.00017547607,-0.00240861535041,-5.3726604312e-05,-0.716869880352,-0.697202818647
1490055008676160308,-5.66200738435,-43.3135463318,2.00017547607,-0.00240861535041,-5.3726604312e-05,-0.716869880352,-0.697202818647
1490055008776166875,-5.66200738435,-43.3135463318,2.00017547607,-0.00240861535041,-5.3726604312e-05,-0.716869880352,-0.697202818647
1490055008876206072,-5.66364415397,-43.3118464054,1.99972939491,-0.0024213353178,-0.000157884509477,-0.716874977251,-0.697197518068
1490055008976098326,-5.66364415397,-43.3118464054,1.99972939491,-0.0024213353178,-0.000157884509477,-0.716874977251,-0.697197518068
1490055009076211897,-5.66677402739,-43.3095220534,1.99947655201,-0.00245295856469,-8.01218874303e-05,-0.716873787855,-0.697198643761
1490055009176222169,-5.66677402739,-43.3095220534,1.99947655201,-0.00245295856469,-8.01218874303e-05,-0.716873787855,-0.697198643761
1490055009276110605,-5.66677402739,-43.3095220534,1.99947655201,-0.00245295856469,-8.01218874303e-05,-0.716873787855,-0.697198643761
1490055009376189038,-5.66842696478,-43.3074583599,1.99953496456,-0.00274292313644,-6.81271997138e-05,-0.716867156691,-0.697204382795
1490055009476150608,-5.66842696478,-43.3074583599,1.99953496456,-0.00274292313644,-6.81271997138e-05,-0.716867156691,-0.697204382795
1490055009576147622,-5.67309202288,-43.301715322,1.99976789951,0.0014793732778,-5.48234259088e-05,-0.716859671644,-0.697215906029
1490055009676129501,-5.67309202288,-43.301715322,1.99976789951,0.0014793732778,-5.48234259088e-05,-0.716859671644,-0.697215906029
1490055009776188051,-5.68927719479,-43.2837146094,1.99965107441,0.0138324289158,-0.000645022165223,-0.716808278786,-0.697132798913
1490055009876195902,-5.68927719479,-43.2837146094,1.99965107441,0.0138324289158,-0.000645022165223,-0.716808278786,-0.697132798913
1490055009976126572,-5.68927719479,-43.2837146094,1.99965107441,0.0138324289158,-0.000645022165223,-0.716808278786,-0.697132798913
1490055010076121922,-5.72794125264,-43.2421285046,1.99962866306,0.0304709414148,-0.00186376223625,-0.716653447077,-0.696760995544
1490055010176250796,-5.72794125264,-43.2421285046,1.99962866306,0.0304709414148,-0.00186376223625,-0.716653447077,-0.696760995544
1490055010276136013,-5.79795733129,-43.1672564877,1.9996432066,0.0472825064902,-0.00288527914282,-0.716490837283,-0.695986292849
1490055010376108964,-5.79795733129,-43.1672564877,1.9996432066,0.0472825064902,-0.00288527914282,-0.716490837283,-0.695986292849
1490055010476105542,-5.79795733129,-43.1672564877,1.9996432066,0.0472825064902,-0.00288527914282,-0.716490837283,-0.695986292849
1490055010576120904,-5.90313035284,-43.0537519885,1.99978780746,0.0613949810902,-0.00417220492984,-0.716436575607,-0.694933005501
1490055010676183656,-5.90313035284,-43.0537519885,1.99978780746,0.0613949810902,-0.00417220492984,-0.716436575607,-0.694933005501
1490055010776202701,-6.04520329868,-42.9001862539,1.99916565418,0.0693670505855,-0.00488595455002,-0.716706062026,-0.693899676031
1490055010876090126,-6.04520329868,-42.9001862539,1.99916565418,0.0693670505855,-0.00488595455002,-0.716706062026,-0.693899676031
1490055010976127137,-6.21885621582,-42.7130077911,1.998498559,0.0693363766304,-0.00418025946334,-0.71712967069,-0.693469557892
1490055011076169898,-6.21885621582,-42.7130077911,1.998498559,0.0693363766304,-0.00418025946334,-0.71712967069,-0.693469557892
1490055011176215991,-6.21885621582,-42.7130077911,1.998498559,0.0693363766304,-0.00418025946334,-0.71712967069,-0.693469557892
1490055011276084162,-6.4139361385,-42.5009638501,1.99805116653,0.0633687071609,-0.00583397651049,-0.717323348276,-0.693828210502
1490055011376179390,-6.4139361385,-42.5009638501,1.99805116653,0.0633687071609,-0.00583397651049,-0.717323348276,-0.693828210502
1490055011476222756,-6.62096905743,-42.2725232078,1.99783885479,0.0538630843661,-0.00690857128831,-0.717269716528,-0.694676322856
1490055011576212043,-6.62096905743,-42.2725232078,1.99783885479,0.0538630843661,-0.00690857128831,-0.717269716528,-0.694676322856
1490055011676206931,-6.62096905743,-42.2725232078,1.99783885479,0.0538630843661,-0.00690857128831,-0.717269716528,-0.694676322856
1490055011776203439,-6.82550174032,-42.0386544896,1.99777269363,0.0437340370208,-0.00829321702744,-0.716999086877,-0.695651396875
1490055011876191481,-6.82550174032,-42.0386544896,1.99777269363,0.0437340370208,-0.00829321702744,-0.716999086877,-0.695651396875
1490055011976218227,-7.01495605742,-41.8046585752,1.99785542488,0.0304715270879,-0.013908416304,-0.716592941786,-0.696686872113
1490055012076127534,-7.01495605742,-41.8046585752,1.99785542488,0.0304715270879,-0.013908416304,-0.716592941786,-0.696686872113
1490055012176325900,-7.18424850737,-41.5718899203,1.99775671959,0.0248340249899,-0.0191683630929,-0.716273124421,-0.697114521647
1490055012276292384,-7.18424850737,-41.5718899203,1.99775671959,0.0248340249899,-0.0191683630929,-0.716273124421,-0.697114521647
1490055012376200890,-7.18424850737,-41.5718899203,1.99775671959,0.0248340249899,-0.0191683630929,-0.716273124421,-0.697114521647
1490055012476187687,-7.34753650461,-41.3451468183,1.99721062183,0.0275555140344,-0.00737845962722,-0.716589994721,-0.696911064229
1490055012576093087,-7.34753650461,-41.3451468183,1.99721062183,0.0275555140344,-0.00737845962722,-0.716589994721,-0.696911064229
1490055012676228481,-7.51651603018,-41.1305599643,1.99649572372,0.030186639566,0.00604932639216,-0.716850277795,-0.696547092211
1490055012776205931,-7.51651603018,-41.1305599643,1.99649572372,0.030186639566,0.00604932639216,-0.716850277795,-0.696547092211
1490055012876159269,-7.51651603018,-41.1305599643,1.99649572372,0.030186639566,0.00604932639216,-0.716850277795,-0.696547092211
1490055012976122863,-7.690275133,-40.9282727672,1.99631559849,0.0305345321108,0.0069589604317,-0.71685193886,-0.696521724695
1490055013076161409,-7.690275133,-40.9282727672,1.99631559849,0.0305345321108,0.0069589604317,-0.71685193886,-0.696521724695
1490055013176195744,-7.8630959395,-40.7326305343,1.99696028233,0.0293299693298,-0.000314547796336,-0.716788072467,-0.696673892957
1490055013276159431,-7.8630959395,-40.7326305343,1.99696028233,0.0293299693298,-0.000314547796336,-0.716788072467,-0.696673892957
1490055013376101207,-8.02816051279,-40.5335810615,1.99725782871,0.0303735792836,-0.0115184438394,-0.716636887693,-0.69668955951
1490055013476116612,-8.02816051279,-40.5335810615,1.99725782871,0.0303735792836,-0.0115184438394,-0.716636887693,-0.69668955951
1490055013576148581,-8.02816051279,-40.5335810615,1.99725782871,0.0303735792836,-0.0115184438394,-0.716636887693,-0.69668955951
1490055013676152717,-8.18195861612,-40.3234577609,1.99664282799,0.0305701526324,-0.0187330241216,-0.716570990161,-0.69659210133
1490055013776084678,-8.18195861612,-40.3234577609,1.99664282799,0.0305701526324,-0.0187330241216,-0.716570990161,-0.69659210133
1490055013876161260,-8.32353585993,-40.1065345241,1.99659025669,0.0282512423405,-0.0197754871642,-0.716661335147,-0.696568250869
1490055013976065851,-8.32353585993,-40.1065345241,1.99659025669,0.0282512423405,-0.0197754871642,-0.716661335147,-0.696568250869
1490055014076116432,-8.32353585993,-40.1065345241,1.99659025669,0.0282512423405,-0.0197754871642,-0.716661335147,-0.696568250869
1490055014176178615,-8.45759862696,-39.887411399,1.99653625488,0.0280947696976,-0.0140892828514,-0.716848717865,-0.69651998659
1490055014276145154,-8.45759862696,-39.887411399,1.99653625488,0.0280947696976,-0.0140892828514,-0.716848717865,-0.69651998659
1490055014376197254,-8.5835756663,-39.6687467528,1.99634420872,0.025223170069,-0.0143718786788,-0.71681284584,-0.696661025775
1490055014476228612,-8.5835756663,-39.6687467528,1.99634420872,0.025223170069,-0.0143718786788,-0.71681284584,-0.696661025775
1490055014576170361,-8.70595806872,-39.4553993178,1.99626326561,0.0249262284447,-0.00788632476104,-0.71689493175,-0.696690853858
1490055014676149809,-8.70595806872,-39.4553993178,1.99626326561,0.0249262284447,-0.00788632476104,-0.71689493175,-0.696690853858
